Date,Time,Latitude,Longitude,Loop Count,Sweep Number,Channel Number,Channel Style,Block Status,Antenna Gain,Cable Loss,Antenna Gain RF2,Cable Loss RF2,SSB RSSI,Adjusted SSB RSSI,SSB RSSI2,Adjusted SSB RSSI2,Cell ID,Channel Frequency,Repetition Period,Subcarrier Spacing,Repetition Pattern,Channels,PCIs,Beams,Beam Index,Half Frame Number,Time Offset,Time Offset (msec),Primary Sync Signal - Received Power,Adjusted Primary Sync Signal - Received Power,Primary Sync Signal - Received Quality,Primary Sync Signal - CINR,Secondary Sync Signal - Received Power,Adjusted Secondary Sync Signal - Received Power,Secondary Sync Signal - Received Quality,Secondary Sync Signal - CINR,Secondary Sync Signal - Delay Spread,Sync Signal - CINR,DMRS-PBCH - Received Power,Adjusted DMRS-PBCH - Received Power,DMRS-PBCH - Received Quality,DMRS-PBCH - CINR,SSB - Received Power,Adjusted SSB - Received Power,SSB - Received Quality,SSB - CINR,BCCH-BCH-Master Information Block,BCCH-DL-SCH-System Information Block 1,MCC,MNC,Operation Mode,Bandwidth,fCarrier,TAC,Cell Identity,RedCap,TD Pattern,TD Pattern(Full),SIB1 Decode,Block Length,k_SSB,AL,Candidate,DCI type,DCI length,DCI Contents,Reserved1a, Reserved1b,Reserved2a, Reserved2b,Reserved3a, Reserved3b,Reserved4a, Reserved4b,Reserved5a, Reserved5b,Reserved6a, Reserved6b,Reserved7a, Reserved7b,Reserved8a, Reserved8b
06/29/2026,15:55:58:768,38.903706,-77.007056,1,2,434910,1,0,0,0,0,0,-82.6,-82.6,,,21,2174.550000,20,15,A,2,2,1,0,0,823368,6.69,-108.57,-108.57,-13.37,1.7,-113.87,-113.87,-17.3,-4.28,0,-0.61,-111.44,-111.44,-14.84,-7.22,-112.14,-112.14,-15.81,-0.61,386414,6CA915A0104C46900D6020883BB988F10190203CC104C60850304379A8210403400000CD8DB2457F046E080400022010000820D5806B010E028C06480AD0120B08004C10822B3880000019B8DB244A02001317198E7AE1A44E50C6E194C337B017D01558E201524B721051343E32000000000000,311,480,Stand Alone,10,2175.000000,7012612,17680876664,Yes,,,0C060400102753E000000000,12,06,04,00,10,39,53E000000000,,
06/29/2026,15:55:58:768,38.903706,-77.007056,1,2,434910,1,0,0,0,0,0,-82.6,-82.6,,,398,2174.550000,20,15,A,2,2,1,2,0,945976,7.69,-116.57,-116.57,-12,6.36,-122.69,-122.69,-19.42,-7.83,544,7.36,-122.26,-122.26,-15.4,-1.56,-120.28,-120.28,-14.71,3.57,,,,,Stand Alone,10,2175.000000,,,,,,,,,,,,,,,
06/29/2026,15:55:58:768,38.903706,-77.007056,1,2,423150,1,0,0,0,0,0,-55.2,-55.2,,,594,2115.750000,20,15,A,2,1,1,0,0,822936,6.69,-80.22,-80.22,-10.79,32.42,-79.74,-79.74,-10.82,21.13,32,23.88,-79.54,-79.54,-10.85,20.13,-79.83,-79.83,-10.98,22.21,362390,648000001988504262710060813AC0AA8210405000000CD8DB2443E6E080400000210000820D1805100D430800CE108229C180000019EAE36C916116002C566A20CC9532F38237086E18DC41BEE57C65258EA014257B90C0,310;313,410;100,Non Stand Alone,,,,25905310730,No,,,0C0208001027901600000000,12,02,08,00,10,39,901600000000,,
06/29/2026,15:55:58:779,38.903698,-77.006993,2,3,423150,1,0,0,0,0,0,-54.9,-54.9,,,594,2115.750000,20,15,A,1,1,1,0,0,822936,6.69,-79.88,-79.88,-10.8,28.84,-79.49,-79.49,-10.81,21.74,32,23.91,-79.44,-79.44,-10.99,18.56,-79.54,-79.54,-10.96,21.82,,,,,Non Stand Alone,,,,25905310730,No,,,,,,,,,,,,
06/29/2026,15:55:58:779,38.903690,-77.006930,3,4,423150,1,0,0,0,0,0,-55.2,-55.2,,,594,2115.750000,20,15,A,1,1,1,0,0,822936,6.69,-80.14,-80.14,-10.79,31.05,-79.72,-79.72,-10.81,21.53,32,24.09,-79.48,-79.48,-10.86,20.73,-79.78,-79.78,-10.99,22.62,,,,,Non Stand Alone,,,,25905310730,No,,,,,,,,,,,,
06/29/2026,15:55:58:780,38.903681,-77.006867,4,5,423150,1,0,0,0,0,0,-55.1,-55.1,,,594,2115.750000,20,15,A,1,1,1,0,0,822936,6.69,-80.14,-80.14,-10.8,32.03,-79.65,-79.65,-10.82,21.58,32,24.14,-79.39,-79.39,-10.78,20.56,-79.72,-79.72,-10.96,22.54,,,,,Non Stand Alone,,,,25905310730,No,,,,,,,,,,,,
06/29/2026,15:57:35:789,38.903673,-77.006804,5,6,423150,1,0,0,0,0,0,-51.9,-51.9,,,594,2115.750000,20,15,A,1,1,1,0,0,822932,6.69,-76.99,-76.99,-10.79,34.45,-76.42,-76.42,-10.81,24.57,0,26.59,-76.19,-76.19,-10.77,24.29,-76.52,-76.52,-10.95,25.65,,,,,Non Stand Alone,,,,25905310730,No,,,,,,,,,,,,
06/29/2026,15:59:24:907,38.903665,-77.006741,6,7,423150,1,0,0,0,0,0,-57.4,-57.4,,,594,2115.750000,20,15,A,1,1,1,0,0,822888,6.69,-82.14,-82.14,-10.79,33.88,-81.92,-81.92,-10.8,32.18,0,29.72,-81.68,-81.68,-10.8,28.82,-81.92,-81.92,-10.91,29.4,,,,,Non Stand Alone,,,,25905310730,No,,,,,,,,,,,,
06/29/2026,16:00:39:659,38.903517,-77.005910,7,8,423150,1,0,0,0,0,0,-69.1,-69.1,,,594,2115.750000,20,15,A,1,1,1,0,0,822776,6.69,-95.19,-95.19,-10.8,30.54,-94.84,-94.84,-10.82,20.97,0,23.64,-92.94,-92.94,-10.8,22.53,-94.23,-94.23,-11.49,23.13,,,,,Non Stand Alone,,,,25905310730,No,,,,,,,,,,,,
06/29/2026,16:02:23:197,38.903463,-77.005605,8,9,423150,1,0,0,0,0,0,-61.5,-61.5,,,594,2115.750000,20,15,A,1,1,1,0,0,822744,6.69,-86.18,-86.18,-10.79,33.61,-86.08,-86.08,-10.79,32.05,32,29.54,-85.77,-85.77,-10.77,27.67,-86.01,-86.01,-10.9,28.81,,,,,Non Stand Alone,,,,25905310730,No,,,,,,,,,,,,
