Date,Time,Latitude,Longitude,Loop Count,Sweep Number,Channel Number,Channel Style,Block Status,Antenna Gain,Cable Loss,Antenna Gain RF2,Cable Loss RF2,SSB RSSI,Adjusted SSB RSSI,SSB RSSI2,Adjusted SSB RSSI2,Cell ID,Channel Frequency,Repetition Period,Subcarrier Spacing,Repetition Pattern,Channels,PCIs,Beams,Beam Index,Half Frame Number,Time Offset,Time Offset (msec),Primary Sync Signal - Received Power,Adjusted Primary Sync Signal - Received Power,Primary Sync Signal - Received Quality,Primary Sync Signal - CINR,Secondary Sync Signal - Received Power,Adjusted Secondary Sync Signal - Received Power,Secondary Sync Signal - Received Quality,Secondary Sync Signal - CINR,Secondary Sync Signal - Delay Spread,Sync Signal - CINR,DMRS-PBCH - Received Power,Adjusted DMRS-PBCH - Received Power,DMRS-PBCH - Received Quality,DMRS-PBCH - CINR,SSB - Received Power,Adjusted SSB - Received Power,SSB - Received Quality,SSB - CINR,BCCH-BCH-Master Information Block,BCCH-DL-SCH-System Information Block 1,MCC,MNC,Operation Mode,Bandwidth,fCarrier,TAC,Cell Identity,RedCap,TD Pattern,TD Pattern(Full),SIB1 Decode,Block Length,k_SSB,AL,Candidate,DCI type,DCI length,DCI Contents,Reserved1a, Reserved1b,Reserved2a, Reserved2b,Reserved3a, Reserved3b,Reserved4a, Reserved4b,Reserved5a, Reserved5b,Reserved6a, Reserved6b,Reserved7a, Reserved7b,Reserved8a, Reserved8b
06/29/2026,15:56:20:561,38.903706,-77.007056,1,2,123870,1,0,0,0,0,0,-71,-71,,,216,619.350000,20,15,A,1,1,1,0,0,823376,6.69,-97.07,-97.07,-12.83,3.35,-96.43,-96.43,-12.71,3.65,0,4.41,-99.48,-99.48,-14.47,0.34,-97.44,-97.44,-12.82,3.23,488010,6E881402098849813FB80043FD980CC0031400420430128211800400000618672043E6E080400000210000820D0806A144006708460818A80000063970CE40B48B002530351066400DF2F38237086E18DC41BED97C4D858F2015257B90C510438000000000000000,310,260,Stand Alone,5,619.500000,5238272,4562772019,Yes,,,0C0808001025460058000000,12,08,08,00,10,37,460058000000,,
06/29/2026,15:56:20:566,38.903698,-77.006993,2,3,123870,1,0,0,0,0,0,-70.7,-70.7,,,216,619.350000,20,15,A,1,1,1,0,0,823376,6.69,-97.04,-97.04,-12.9,3.25,-96.26,-96.26,-12.71,3.42,0,4.24,-98.17,-98.17,-13.63,2.19,-97.07,-97.07,-12.79,3.63,,,,,Stand Alone,5,619.500000,5238272,4562772019,Yes,,,,,,,,,,,,
06/29/2026,15:56:20:566,38.903690,-77.006930,3,4,123870,1,0,0,0,0,0,-70.9,-70.9,,,216,619.350000,20,15,A,1,1,1,0,0,823376,6.69,-97.16,-97.16,-12.94,3.1,-96.42,-96.42,-12.81,3.18,0,3.99,-98.87,-98.87,-13.94,0.81,-97.34,-97.34,-12.79,3.04,,,,,Stand Alone,5,619.500000,5238272,4562772019,Yes,,,,,,,,,,,,
06/29/2026,15:56:20:566,38.903681,-77.006867,4,5,123870,1,0,0,0,0,0,-71,-71,,,216,619.350000,20,15,A,1,1,1,0,0,823376,6.69,-96.99,-96.99,-12.74,3.65,-96.22,-96.22,-12.69,3.38,0,4.4,-98.06,-98.06,-13.04,1.77,-97.01,-97.01,-12.42,3.57,,,,,Stand Alone,5,619.500000,5238272,4562772019,Yes,,,,,,,,,,,,
06/29/2026,15:57:57:315,38.903673,-77.006804,5,6,125530,1,0,0,0,0,0,-50.9,-50.9,,,64,627.650000,20,15,A,2,1,1,1,0,875656,7.12,-76.48,-76.48,-12.16,4.95,-76.14,-76.14,-11.73,7.75,0,7.12,-76.66,-76.66,-12.05,6.81,-76.42,-76.42,-11.9,7.02,02ABC4,6E88140A098849813FB800508D20006826234904FEE00142348001000C50010810C04A08460120000069670CB10F9B82010000008400020834A01440358084144006708460828F000001A79738658B484401D30351066402802F38237086E18DC41BED97C44058F1015157B90C51043800000000,310;311,260;490,Stand Alone,20,632.000000,5238272,5405704193,Yes,,,0C0A080010273B2000000000,12,0A,08,00,10,39,3B2000000000,,
06/29/2026,15:57:57:315,38.903673,-77.006804,5,6,123870,1,0,0,0,0,0,-70.9,-70.9,,,216,619.350000,20,15,A,2,1,1,0,0,823288,6.69,-95.52,-95.52,-11.63,8.49,-96.06,-96.06,-11.75,7.48,288,8.99,-97.51,-97.51,-12.72,5.06,-96.26,-96.26,-11.73,7.67,,,,,Stand Alone,5,619.500000,5238272,4562772019,Yes,,,,,,,,,,,,
06/29/2026,15:59:45:988,38.903665,-77.006741,6,7,123870,1,0,0,0,0,0,-87.6,-87.6,,,216,619.350000,20,15,A,2,1,1,0,0,823272,6.69,-115.59,-115.59,-15.66,-1.64,-114.19,-114.19,-13.46,2.7,0,0.01,-118.23,-118.23,-16.43,-3.14,-115.67,-115.67,-14.44,-0.74,,,,,Stand Alone,5,619.500000,5238272,4562772019,Yes,,,,,,,,,,,,
06/29/2026,15:59:45:988,38.903665,-77.006741,6,7,125530,1,0,0,0,0,0,-63.4,-63.4,,,64,627.650000,20,15,A,2,1,1,1,0,875540,7.12,-89.03,-89.03,-11.46,10.02,-88.82,-88.82,-11.37,11.11,64,11.54,-88.3,-88.3,-11.56,11.7,-88.71,-88.71,-11.71,11.6,,,,,Stand Alone,20,632.000000,5238272,5405704193,Yes,,,,,,,,,,,,
06/29/2026,16:01:00:629,38.903517,-77.005910,7,8,125530,1,0,0,0,0,0,-58.1,-58.1,,,63,627.650000,20,15,A,1,1,1,1,0,875432,7.12,-85.09,-85.09,-13.37,2.15,-85.4,-85.4,-13.57,1.29,0,2.51,-84.94,-84.94,-13.22,1.76,-85.14,-85.14,-13.41,2.25,76ABC4,,,,Stand Alone,20,632.000000,,,,,,,,,,,,,,,
06/29/2026,16:02:44:495,38.903496,-77.005788,8,9,125530,1,0,0,0,0,0,-47.7,-47.7,,,63,627.650000,20,15,A,2,1,1,1,0,875340,7.12,-73.56,-73.56,-12.11,5.29,-73.47,-73.47,-12.24,4.68,0,5.87,-73.84,-73.84,-12.56,4.46,-73.62,-73.62,-12.31,5.39,06ABC4,6E88140A098849813FB800508D2000A826234904FEE00142348002000C50010810C04A08460120000069670CB10F9B82010000008400020834A01440358084144006708460828F000001A79738658B484001D303510664009E2F38237086E18DC41BED97C43F58F1015157B90C51043800000000,310;311,260;490,Stand Alone,20,632.000000,5238272,5405704194,Yes,,,0C0A080010273B2000000000,12,0A,08,00,10,39,3B2000000000,,
06/29/2026,16:02:44:495,38.903496,-77.005788,8,9,123870,1,0,0,0,0,0,-77.7,-77.7,,,216,619.350000,20,15,A,2,1,1,0,0,823144,6.69,-108.4,-108.4,-15.8,-1.8,-105.82,-105.82,-14.78,-0.7,32,-1.7,-105.57,-105.57,-14.42,1.36,-106.44,-106.44,-15.09,-0.73,068010,6E881402098849813FB80043FD980CC0031400420430128211800400000618672043E6E080400000210000820D0806A144006708460818A80000063970CE40B48B002530351066400DF2F38237086E18DC41BED97C4D858F2015257B90C510438000000000000000,310,260,Stand Alone,5,619.500000,5238272,4562772019,Yes,,,0C0808001025460058000000,12,08,08,00,10,37,460058000000,,
