Date,Time,Latitude,Longitude,Loop Count,Sweep Number,Channel Number,Channel Style,Block Status,Antenna Gain,Cable Loss,Antenna Gain RF2,Cable Loss RF2,SSB RSSI,Adjusted SSB RSSI,SSB RSSI2,Adjusted SSB RSSI2,Cell ID,Channel Frequency,Repetition Period,Subcarrier Spacing,Repetition Pattern,Channels,PCIs,Beams,Beam Index,Half Frame Number,Time Offset,Time Offset (msec),Primary Sync Signal - Received Power,Adjusted Primary Sync Signal - Received Power,Primary Sync Signal - Received Quality,Primary Sync Signal - CINR,Secondary Sync Signal - Received Power,Adjusted Secondary Sync Signal - Received Power,Secondary Sync Signal - Received Quality,Secondary Sync Signal - CINR,Secondary Sync Signal - Delay Spread,Sync Signal - CINR,DMRS-PBCH - Received Power,Adjusted DMRS-PBCH - Received Power,DMRS-PBCH - Received Quality,DMRS-PBCH - CINR,SSB - Received Power,Adjusted SSB - Received Power,SSB - Received Quality,SSB - CINR,BCCH-BCH-Master Information Block,BCCH-DL-SCH-System Information Block 1,MCC,MNC,Operation Mode,Bandwidth,fCarrier,TAC,Cell Identity,RedCap,TD Pattern,TD Pattern(Full),SIB1 Decode,Block Length,k_SSB,AL,Candidate,DCI type,DCI length,DCI Contents,Reserved1a, Reserved1b,Reserved2a, Reserved2b,Reserved3a, Reserved3b,Reserved4a, Reserved4b,Reserved5a, Reserved5b,Reserved6a, Reserved6b,Reserved7a, Reserved7b,Reserved8a, Reserved8b
06/29/2026,16:24:04:693,38.903268,-77.005749,22,23,423150,1,0,0,0,0,0,-56.4,-56.4,,,594,2115.750000,20,15,A,1,1,1,0,0,822136,6.68,-81.43,-81.43,-10.8,27.46,-80.64,-80.64,-10.83,19.89,0,22.26,-80.83,-80.83,-10.95,19.05,-80.9,-80.9,-10.92,21.27,,,,,Non Stand Alone,,,,25905310730,No,,,,,,,,,,,,
06/29/2026,16:25:34:703,38.903262,-77.005834,23,24,423150,1,0,0,0,0,0,-57.3,-57.3,,,594,2115.750000,20,15,A,1,1,1,0,0,822092,6.68,-81.95,-81.95,-10.8,28.08,-82.01,-82.01,-10.81,21.24,0,23.69,-81.7,-81.7,-10.88,21.55,-81.89,-81.89,-10.94,22.85,,,,,Non Stand Alone,,,,25905310730,No,,,,,,,,,,,,
06/29/2026,16:27:25:485,38.903324,-77.006193,24,25,423150,1,0,0,0,0,0,-60,-60,,,594,2115.750000,20,15,A,1,1,1,0,0,822072,6.68,-84.02,-84.02,-10.8,29.17,-84.21,-84.21,-10.81,23.63,0,25.36,-84.63,-84.63,-10.86,21.47,-84.27,-84.27,-10.66,23.81,,,,,Non Stand Alone,,,,25905310730,No,,,,,,,,,,,,
06/29/2026,16:29:02:842,38.903442,-77.006848,25,26,423150,1,0,0,0,0,0,-54.5,-54.5,,,594,2115.750000,20,15,A,1,1,1,0,0,821976,6.68,-78.74,-78.74,-10.81,25.87,-78.94,-78.94,-10.82,21.54,0,23.59,-79,-79,-10.82,21.82,-78.89,-78.89,-10.76,22.96,,,,,Non Stand Alone,,,,25905310730,No,,,,,,,,,,,,
06/29/2026,16:30:51:376,38.903559,-77.007502,26,27,423150,1,0,0,0,0,0,-47.8,-47.8,,,594,2115.750000,20,15,A,1,1,1,0,0,821940,6.68,-72.54,-72.54,-10.79,31.58,-71.95,-71.95,-10.8,29.22,0,28.89,-72.25,-72.25,-10.82,26.09,-72.24,-72.24,-10.81,27.79,,,,,Non Stand Alone,,,,25905310730,No,,,,,,,,,,,,
06/29/2026,16:32:16:203,38.903573,-77.007460,27,28,423150,1,0,0,0,0,0,-48.3,-48.3,,,594,2115.750000,20,15,A,1,1,1,0,0,821944,6.68,-72.48,-72.48,-10.79,33.53,-72.47,-72.47,-10.8,34.12,0,30.31,-72.79,-72.79,-10.79,29.13,-72.58,-72.58,-10.69,29.92,,,,,Non Stand Alone,,,,25905310730,No,,,,,,,,,,,,
06/29/2026,16:34:01:038,38.903460,-77.006826,28,29,423150,1,0,0,0,0,0,-55.2,-55.2,,,594,2115.750000,20,15,A,1,1,1,0,0,821816,6.68,-79.16,-79.16,-10.8,32.18,-80.01,-80.01,-10.98,16.87,0,20.94,-80.1,-80.1,-11.21,17.13,-79.75,-79.75,-10.93,19.23,,,,,Non Stand Alone,,,,25905310730,No,,,,,,,,,,,,
06/29/2026,16:35:12:993,38.903470,-77.006634,29,30,423150,1,0,0,0,0,0,-61.2,-61.2,,,594,2115.750000,20,15,A,1,1,1,0,0,821780,6.68,-85.65,-85.65,-10.79,33.97,-85.39,-85.39,-10.79,32.55,0,29.97,-85.67,-85.67,-10.77,28.59,-85.57,-85.57,-10.72,29.49,,,,,Non Stand Alone,,,,25905310730,No,,,,,,,,,,,,
06/29/2026,16:36:51:218,38.903480,-77.006367,30,31,423150,1,0,0,0,0,0,-66.3,-66.3,,,594,2115.750000,20,15,A,1,1,1,0,0,821752,6.68,-90.92,-90.92,-10.79,31.94,-90.66,-90.66,-10.8,32.34,0,30.41,-90.76,-90.76,-10.81,26.66,-90.78,-90.78,-10.81,28.82,,,,,Non Stand Alone,,,,25905310730,No,,,,,,,,,,,,
06/29/2026,16:37:57:965,38.903539,-77.006652,31,32,423150,1,0,0,0,0,0,-56.5,-56.5,,,594,2115.750000,20,15,A,1,1,1,0,0,821688,6.68,-80.8,-80.8,-10.79,33.19,-80.4,-80.4,-10.8,25.76,0,27.91,-81.01,-81.01,-10.76,25.26,-80.72,-80.72,-10.64,26.93,,,,,Non Stand Alone,,,,25905310730,No,,,,,,,,,,,,
06/29/2026,16:39:41:429,38.903597,-77.006707,32,33,423150,1,0,0,0,0,0,-61.4,-61.4,,,594,2115.750000,20,15,A,1,1,1,0,0,821656,6.68,-85.88,-85.88,-10.8,31.62,-85.64,-85.64,-10.8,29.14,32,28.92,-85.97,-85.97,-10.82,26.24,-85.82,-85.82,-10.74,27.9,,,,,Non Stand Alone,,,,25905310730,No,,,,,,,,,,,,
06/29/2026,16:40:49:958,38.903597,-77.006472,33,34,423150,1,0,0,0,0,0,-46.8,-46.8,,,594,2115.750000,20,15,A,1,1,1,0,0,821624,6.68,-70.85,-70.85,-10.79,31.97,-71.1,-71.1,-10.8,30.41,0,29.74,-71.35,-71.35,-10.79,27.91,-71.09,-71.09,-10.67,29.1,,,,,Non Stand Alone,,,,25905310730,No,,,,,,,,,,,,
06/29/2026,16:42:57:194,38.903597,-77.006472,34,35,423150,1,0,0,0,0,0,-48.7,-48.7,,,594,2115.750000,20,15,A,1,1,1,0,0,821560,6.68,-72.86,-72.86,-10.79,31.58,-73.04,-73.04,-10.81,21.75,0,24.85,-73.25,-73.25,-10.85,21.28,-73.05,-73.05,-10.73,23.42,,,,,Non Stand Alone,,,,25905310730,No,,,,,,,,,,,,
