Date,Time,Latitude,Longitude,Loop Count,Sweep Number,Channel Number,Channel Style,Block Status,Antenna Gain,Cable Loss,Antenna Gain RF2,Cable Loss RF2,SSB RSSI,Adjusted SSB RSSI,SSB RSSI2,Adjusted SSB RSSI2,Cell ID,Channel Frequency,Repetition Period,Subcarrier Spacing,Repetition Pattern,Channels,PCIs,Beams,Beam Index,Half Frame Number,Time Offset,Time Offset (msec),Primary Sync Signal - Received Power,Adjusted Primary Sync Signal - Received Power,Primary Sync Signal - Received Quality,Primary Sync Signal - CINR,Secondary Sync Signal - Received Power,Adjusted Secondary Sync Signal - Received Power,Secondary Sync Signal - Received Quality,Secondary Sync Signal - CINR,Secondary Sync Signal - Delay Spread,Sync Signal - CINR,DMRS-PBCH - Received Power,Adjusted DMRS-PBCH - Received Power,DMRS-PBCH - Received Quality,DMRS-PBCH - CINR,SSB - Received Power,Adjusted SSB - Received Power,SSB - Received Quality,SSB - CINR,BCCH-BCH-Master Information Block,BCCH-DL-SCH-System Information Block 1,MCC,MNC,Operation Mode,Bandwidth,fCarrier,TAC,Cell Identity,RedCap,TD Pattern,TD Pattern(Full),SIB1 Decode,Block Length,k_SSB,AL,Candidate,DCI type,DCI length,DCI Contents,Reserved1a, Reserved1b,Reserved2a, Reserved2b,Reserved3a, Reserved3b,Reserved4a, Reserved4b,Reserved5a, Reserved5b,Reserved6a, Reserved6b,Reserved7a, Reserved7b,Reserved8a, Reserved8b
06/29/2026,15:55:47:207,38.903706,-77.007056,1,2,423150,1,0,0,0,0,0,-59.1,-59.1,,,594,2115.750000,20,15,A,1,1,1,0,0,822936,6.69,-84.85,-84.85,-10.8,27.31,-83.76,-83.76,-11.01,16.25,0,19.01,-83.51,-83.51,-11.08,15.53,-84.02,-84.02,-11.31,17.41,262390,648000001988504262710060813AC0AA8210405000000CD8DB2443E6E080400000210000820D1805100D430800CE108229C180000019EAE36C916116002C566A20CC9532F38237086E18DC41BEE57C65258EA014257B90C0,310;313,410;100,Non Stand Alone,,,,25905310730,No,,,0C0208001027874000000000,12,02,08,00,10,39,874000000000,,
06/29/2026,15:55:47:212,38.903698,-77.006993,2,3,423150,1,0,0,0,0,0,-59,-59,,,594,2115.750000,20,15,A,1,1,1,0,0,822936,6.69,-84.63,-84.63,-10.8,27.91,-83.69,-83.69,-11.02,15.81,0,18.77,-83.55,-83.55,-11.25,15.37,-83.95,-83.95,-11.37,17.25,,,,,Non Stand Alone,,,,25905310730,No,,,,,,,,,,,,
06/29/2026,15:55:47:212,38.903690,-77.006930,3,4,423150,1,0,0,0,0,0,-58.8,-58.8,,,594,2115.750000,20,15,A,1,1,1,0,0,822936,6.69,-84.38,-84.38,-10.8,27.48,-83.57,-83.57,-11.01,16.2,0,19.1,-83.42,-83.42,-11.3,14.3,-83.79,-83.79,-11.38,16.78,,,,,Non Stand Alone,,,,25905310730,No,,,,,,,,,,,,
06/29/2026,15:55:47:212,38.903681,-77.006867,4,5,423150,1,0,0,0,0,0,-58.8,-58.8,,,594,2115.750000,20,15,A,1,1,1,0,0,822936,6.69,-84.41,-84.41,-10.8,27.52,-83.49,-83.49,-11,16.42,0,19.25,-83.26,-83.26,-11.16,15.23,-83.72,-83.72,-11.33,17.37,,,,,Non Stand Alone,,,,25905310730,No,,,,,,,,,,,,
06/29/2026,15:57:24:361,38.903673,-77.006804,5,6,423150,1,0,0,0,0,0,-53.1,-53.1,,,594,2115.750000,20,15,A,1,1,1,0,0,822968,6.69,-78.05,-78.05,-10.8,28.1,-77.61,-77.61,-10.82,21.75,0,23.88,-77.58,-77.58,-10.96,19.55,-79.51,-79.51,-12.75,23.88,,,,,Non Stand Alone,,,,25905310730,No,,,,,,,,,,,,
06/29/2026,15:59:13:730,38.903665,-77.006741,6,7,423150,1,0,0,0,0,0,-57.3,-57.3,,,594,2115.750000,20,15,A,1,1,1,0,0,822872,6.69,-81.59,-81.59,-10.8,31.39,-81.46,-81.46,-10.81,25.85,32,27.76,-81.83,-81.83,-10.82,24.06,-81.62,-81.62,-10.71,26.26,,,,,Non Stand Alone,,,,25905310730,No,,,,,,,,,,,,
06/29/2026,16:00:28:704,38.903517,-77.005910,7,8,423150,1,0,0,0,0,0,-65.5,-65.5,,,594,2115.750000,20,15,A,1,1,1,0,0,822768,6.69,-91.27,-91.27,-10.8,28.09,-91.14,-91.14,-10.81,23.35,0,24.95,-89.46,-89.46,-10.82,25.47,-90.57,-90.57,-11.39,25.16,,,,,Non Stand Alone,,,,25905310730,No,,,,,,,,,,,,
06/29/2026,16:02:11:924,38.903463,-77.005605,8,9,423150,1,0,0,0,0,0,-69.6,-69.6,,,594,2115.750000,20,15,A,1,1,1,0,0,822776,6.69,-95.93,-95.93,-10.79,30.22,-95.65,-95.65,-10.82,21.9,0,24.27,-93.3,-93.3,-10.83,24.36,-94.82,-94.82,-11.64,24.31,,,,,Non Stand Alone,,,,25905310730,No,,,,,,,,,,,,
06/29/2026,16:03:41:391,38.903409,-77.005299,9,10,423150,1,0,0,0,0,0,-61.8,-61.8,,,594,2115.750000,20,15,A,1,1,1,0,0,822760,6.69,-86.55,-86.55,-10.79,32.72,-86.07,-86.07,-10.8,24.45,0,26.28,-86.12,-86.12,-10.8,24.32,-86.24,-86.24,-10.86,25.53,,,,,Non Stand Alone,,,,25905310730,No,,,,,,,,,,,,
06/29/2026,16:05:29:246,38.903508,-77.005975,10,11,423150,1,0,0,0,0,0,-73.9,-73.9,,,594,2115.750000,20,15,A,1,1,1,0,0,822728,6.69,-98.81,-98.81,-10.8,28.97,-98.39,-98.39,-11.1,13.82,0,27.17,-98.77,-98.77,-11.25,14.56,-98.67,-98.67,-11.11,16.19,,,,,Non Stand Alone,,,,25905310730,No,,,,,,,,,,,,
06/29/2026,16:06:36:992,38.903499,-77.006008,11,12,423150,1,0,0,0,0,0,-71.3,-71.3,,,594,2115.750000,20,15,A,1,1,1,0,0,822608,6.69,-96.85,-96.85,-10.8,29.77,-95.72,-95.72,-10.9,20.31,0,21.79,-95.71,-95.71,-11.02,18.27,-95.98,-95.98,-11.06,20.21,,,,,Non Stand Alone,,,,25905310730,No,,,,,,,,,,,,
06/29/2026,16:08:20:040,38.903491,-77.006042,12,13,423150,1,0,0,0,0,0,-59,-59,,,594,2115.750000,20,15,A,1,1,1,0,0,822552,6.69,-83.46,-83.46,-10.79,32.35,-83.33,-83.33,-10.8,29.33,0,29.27,-83.41,-83.41,-10.77,25.4,-83.4,-83.4,-10.78,27.63,,,,,Non Stand Alone,,,,25905310730,No,,,,,,,,,,,,
06/29/2026,16:09:28:835,38.903482,-77.006075,13,14,423150,1,0,0,0,0,0,-59.6,-59.6,,,594,2115.750000,20,15,A,1,1,1,0,0,822568,6.69,-84.27,-84.27,-10.79,32.33,-84.28,-84.28,-10.81,24.63,0,27.05,-83.82,-83.82,-10.78,24.36,-84.12,-84.12,-10.94,25.93,,,,,Non Stand Alone,,,,25905310730,No,,,,,,,,,,,,
06/29/2026,16:11:09:705,38.903450,-77.006161,14,15,423150,1,0,0,0,0,0,-57.5,-57.5,,,594,2115.750000,20,15,A,1,1,1,0,0,822488,6.69,-81.59,-81.59,-10.8,31.84,-81.93,-81.93,-10.81,22.75,0,25.65,-81.87,-81.87,-10.72,21.66,-81.79,-81.79,-10.71,23.97,,,,,Non Stand Alone,,,,25905310730,No,,,,,,,,,,,,
06/29/2026,16:12:40:218,38.903331,-77.005597,15,16,423150,1,0,0,0,0,0,-57.3,-57.3,,,594,2115.750000,20,15,A,1,1,1,0,0,822456,6.69,-82,-82,-10.8,29.02,-81.66,-81.66,-10.81,21.85,0,24.05,-81.77,-81.77,-10.93,21.99,-81.81,-81.81,-10.9,23.27,,,,,Non Stand Alone,,,,25905310730,No,,,,,,,,,,,,
06/29/2026,16:14:22:431,38.903436,-77.006189,16,17,423150,1,0,0,0,0,0,-59.6,-59.6,,,594,2115.750000,20,15,A,1,1,1,0,0,822392,6.69,-84.03,-84.03,-10.8,33.29,-83.71,-83.71,-10.8,30.9,0,30.34,-84.08,-84.08,-10.8,27.09,-83.93,-83.93,-10.73,29.05,,,,,Non Stand Alone,,,,25905310730,No,,,,,,,,,,,,
06/29/2026,16:15:51:719,38.903335,-77.005914,17,18,423150,1,0,0,0,0,0,-62.6,-62.6,,,594,2115.750000,20,15,A,1,1,1,0,0,822392,6.69,-86.73,-86.73,-10.8,24.58,-86.38,-86.38,-10.84,19.87,0,22.01,-87.4,-87.4,-10.88,18.76,-86.77,-86.77,-10.54,20.96,,,,,Non Stand Alone,,,,25905310730,No,,,,,,,,,,,,
06/29/2026,16:17:40:951,38.903294,-77.005691,18,19,423150,1,0,0,0,0,0,-69,-69,,,594,2115.750000,20,15,A,1,1,1,0,0,822328,6.69,-93.93,-93.93,-10.99,16.53,-94.08,-94.08,-11.28,10.98,0,13.94,-94,-94,-11.47,11.23,-94,-94,-11.36,12.88,,,,,Non Stand Alone,,,,25905310730,No,,,,,,,,,,,,
06/29/2026,16:19:09:211,38.903307,-77.005623,19,20,423150,1,0,0,0,0,0,-70.2,-70.2,,,594,2115.750000,20,15,A,1,1,1,0,0,822256,6.68,-95.29,-95.29,-11.02,15.58,-95.21,-95.21,-11,16.52,0,16.98,-94.69,-94.69,-11.05,16.14,-95.06,-95.06,-11.22,16.67,,,,,Non Stand Alone,,,,25905310730,No,,,,,,,,,,,,
06/29/2026,16:20:58:462,38.903341,-77.005931,20,21,423150,1,0,0,0,0,0,-58.6,-58.6,,,594,2115.750000,20,15,A,1,1,1,0,0,822248,6.68,-83.65,-83.65,-10.79,34.43,-83.57,-83.57,-10.8,27.26,0,27.82,-82.82,-82.82,-10.8,23.97,-83.34,-83.34,-11.07,26.01,,,,,Non Stand Alone,,,,25905310730,No,,,,,,,,,,,,
06/29/2026,16:22:16:703,38.903403,-77.006285,21,22,423150,1,0,0,0,0,0,-48.9,-48.9,,,594,2115.750000,20,15,A,1,1,1,0,0,822156,6.68,-73.28,-73.28,-10.8,32,-73.29,-73.29,-10.8,32.25,0,29.13,-73.32,-73.32,-10.79,25.13,-73.3,-73.3,-10.78,27.41,,,,,Non Stand Alone,,,,25905310730,No,,,,,,,,,,,,
