32409007,C00F,71,06/29/2026,16:00:39:983,2,00/00/0000,00:00:00:000,,38.903490,-77.005757,0.00,0,0.00,,,18,0,0,-86.8,-86.8,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:00:39:983,2,00/00/0000,00:00:00:000,,38.903477,-77.005681,0.00,0,0.00,,,19,0,0,-87.4,-87.4,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:02:23:629,2,00/00/0000,00:00:00:000,,38.903463,-77.005605,0.00,0,0.00,,,20,0,0,-88.5,-88.5,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:02:23:629,2,00/00/0000,00:00:00:000,,38.903450,-77.005528,0.00,0,0.00,,,21,0,0,-88.9,-88.9,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:02:23:630,2,00/00/0000,00:00:00:000,,38.903436,-77.005452,0.00,0,0.00,,,22,0,0,-89.1,-89.1,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:02:23:630,2,00/00/0000,00:00:00:000,,38.903423,-77.005376,0.00,0,0.00,,,23,0,0,-89.2,-89.2,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:03:53:136,2,00/00/0000,00:00:00:000,,38.903409,-77.005299,0.00,0,0.00,,,24,0,0,-63.3,-63.3,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:03:53:136,2,00/00/0000,00:00:00:000,,38.903407,-77.005317,0.00,0,0.00,,,25,0,0,-85.4,-85.4,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:03:53:136,2,00/00/0000,00:00:00:000,,38.903404,-77.005335,0.00,0,0.00,,,26,0,0,-72.2,-72.2,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:03:53:136,2,00/00/0000,00:00:00:000,,38.903402,-77.005352,0.00,0,0.00,,,27,0,0,-88.8,-88.8,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:05:41:153,2,00/00/0000,00:00:00:000,,38.903508,-77.005975,0.00,0,0.00,,,28,0,0,-91.4,-91.4,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:05:41:153,2,00/00/0000,00:00:00:000,,38.903506,-77.005984,0.00,0,0.00,,,29,0,0,-90.9,-90.9,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:05:41:153,2,00/00/0000,00:00:00:000,,38.903504,-77.005992,0.00,0,0.00,,,30,0,0,-91.8,-91.8,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:05:41:154,2,00/00/0000,00:00:00:000,,38.903502,-77.006000,0.00,0,0.00,,,31,0,0,-91.1,-91.1,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:06:48:589,2,00/00/0000,00:00:00:000,,38.903499,-77.006008,0.00,0,0.00,,,32,0,0,-88.6,-88.6,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:06:48:590,2,00/00/0000,00:00:00:000,,38.903497,-77.006017,0.00,0,0.00,,,33,0,0,-88.9,-88.9,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:06:48:590,2,00/00/0000,00:00:00:000,,38.903495,-77.006025,0.00,0,0.00,,,34,0,0,-89.7,-89.7,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:06:48:590,2,00/00/0000,00:00:00:000,,38.903493,-77.006033,0.00,0,0.00,,,35,0,0,-87.5,-87.5,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:08:31:259,2,00/00/0000,00:00:00:000,,38.903491,-77.006042,0.00,0,0.00,,,36,0,0,-90.8,-90.8,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:08:31:259,2,00/00/0000,00:00:00:000,,38.903488,-77.006050,0.00,0,0.00,,,37,0,0,-90.8,-90.8,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:08:31:259,2,00/00/0000,00:00:00:000,,38.903486,-77.006058,0.00,0,0.00,,,38,0,0,-90.6,-90.6,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:08:31:259,2,00/00/0000,00:00:00:000,,38.903484,-77.006066,0.00,0,0.00,,,39,0,0,-91.5,-91.5,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:09:40:888,2,00/00/0000,00:00:00:000,,38.903482,-77.006075,0.00,0,0.00,,,40,0,0,-90.5,-90.5,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:09:40:889,2,00/00/0000,00:00:00:000,,38.903474,-77.006096,0.00,0,0.00,,,41,0,0,-89.7,-89.7,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:09:40:889,2,00/00/0000,00:00:00:000,,38.903466,-77.006118,0.00,0,0.00,,,42,0,0,-89.7,-89.7,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:09:40:889,2,00/00/0000,00:00:00:000,,38.903458,-77.006140,0.00,0,0.00,,,43,0,0,-90.1,-90.1,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:11:21:404,2,00/00/0000,00:00:00:000,,38.903450,-77.006161,0.00,0,0.00,,,44,0,0,-82.1,-82.1,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:11:21:404,2,00/00/0000,00:00:00:000,,38.903424,-77.006010,0.00,0,0.00,,,45,0,0,-82.2,-82.2,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:11:21:404,2,00/00/0000,00:00:00:000,,38.903397,-77.005859,0.00,0,0.00,,,46,0,0,-78.5,-78.5,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:11:21:404,2,00/00/0000,00:00:00:000,,38.903371,-77.005708,0.00,0,0.00,,,47,0,0,-82.3,-82.3,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:12:52:200,2,00/00/0000,00:00:00:000,,38.903331,-77.005597,0.00,0,0.00,,,48,0,0,-67.8,-67.8,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:12:52:200,2,00/00/0000,00:00:00:000,,38.903357,-77.005745,0.00,0,0.00,,,49,0,0,-78,-78,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:12:52:200,2,00/00/0000,00:00:00:000,,38.903384,-77.005893,0.00,0,0.00,,,50,0,0,-84.4,-84.4,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:12:52:200,2,00/00/0000,00:00:00:000,,38.903410,-77.006041,0.00,0,0.00,,,51,0,0,-62.1,-62.1,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:14:34:217,2,00/00/0000,00:00:00:000,,38.903436,-77.006189,0.00,0,0.00,,,52,0,0,-86.4,-86.4,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:14:34:217,2,00/00/0000,00:00:00:000,,38.903430,-77.006212,0.00,0,0.00,,,53,0,0,-85.3,-85.3,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:14:34:217,2,00/00/0000,00:00:00:000,,38.903424,-77.006236,0.00,0,0.00,,,54,0,0,-88.7,-88.7,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:14:34:217,2,00/00/0000,00:00:00:000,,38.903418,-77.006260,0.00,0,0.00,,,55,0,0,-88.3,-88.3,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:16:03:502,2,00/00/0000,00:00:00:000,,38.903335,-77.005914,0.00,0,0.00,,,56,0,0,-71.7,-71.7,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:16:03:502,2,00/00/0000,00:00:00:000,,38.903325,-77.005858,0.00,0,0.00,,,57,0,0,-85.3,-85.3,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:16:03:502,2,00/00/0000,00:00:00:000,,38.903315,-77.005803,0.00,0,0.00,,,58,0,0,-84.8,-84.8,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:16:03:502,2,00/00/0000,00:00:00:000,,38.903304,-77.005747,0.00,0,0.00,,,59,0,0,-82.4,-82.4,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:17:52:750,2,00/00/0000,00:00:00:000,,38.903294,-77.005691,0.00,0,0.00,,,60,0,0,-59.9,-59.9,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:19:21:178,2,00/00/0000,00:00:00:000,,38.903454,-77.006452,0.00,0,0.00,,,61,0,0,-82.1,-82.1,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:19:21:178,2,00/00/0000,00:00:00:000,,38.903427,-77.006301,0.00,0,0.00,,,62,0,0,-80.7,-80.7,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:19:21:178,2,00/00/0000,00:00:00:000,,38.903401,-77.006150,0.00,0,0.00,,,63,0,0,-81.9,-81.9,,,519,619.350000,20,15,A,1,1,0,0,822700,-109.76,-109.76,-14.52,-0.67,-118.72,-118.72,-22.5,-12.18,0,-7,-114.76,-114.76,-19.21,-12.54,-115.03,-115.03,-19.43,-8.52,328010,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:19:21:179,2,00/00/0000,00:00:00:000,,38.903375,-77.005999,0.00,0,0.00,,,64,0,0,-82.2,-82.2,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:21:10:560,2,00/00/0000,00:00:00:000,,38.903341,-77.005931,0.00,0,0.00,,,65,0,0,-86.4,-86.4,,,216,619.350000,20,15,A,1,1,0,0,822584,-114.24,-114.24,-15.04,-1.12,-114.21,-114.21,-14.19,-0.17,0,-0.85,-116.44,-116.44,-16.1,-2.81,-114.82,-114.82,-14.76,-1.37,088010,,,,,,,,,,,,0C0808001025460058000000,12,08,08,00,10,37,460058000000
32409007,C00F,71,06/29/2026,16:21:10:560,2,00/00/0000,00:00:00:000,,38.903356,-77.006019,0.00,0,0.00,,,66,0,0,-86.7,-86.7,,,216,619.350000,20,15,A,1,1,0,0,822584,-113.29,-113.29,-13.57,1.1,-115.36,-115.36,-15.12,-1.28,0,-0.05,-114.02,-114.02,-13.49,1.26,-114.14,-114.14,-13.82,0.33,088010,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:21:10:560,2,00/00/0000,00:00:00:000,,38.903372,-77.006108,0.00,0,0.00,,,67,0,0,-86.5,-86.5,,,216,619.350000,20,15,A,1,1,0,0,822584,-113.35,-113.35,-13.68,0.79,-114.48,-114.48,-14.48,-0.67,0,0.28,-115.15,-115.15,-14.87,-1.26,-114.25,-114.25,-14.13,-0.17,088010,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:21:10:560,2,00/00/0000,00:00:00:000,,38.903387,-77.006196,0.00,0,0.00,,,68,0,0,-86.9,-86.9,,,216,619.350000,20,15,A,1,1,0,0,822584,-113.43,-113.43,-13.76,0.89,-115.16,-115.16,-14.8,-0.65,0,0.05,-115.3,-115.3,-14.53,-0.18,-114.53,-114.53,-14.05,-0.01,088010,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:22:28:256,2,00/00/0000,00:00:00:000,,38.903376,-77.006353,0.00,0,0.00,,,69,0,0,-85.2,-85.2,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:22:28:256,2,00/00/0000,00:00:00:000,,38.903349,-77.006202,0.00,0,0.00,,,70,0,0,-84.7,-84.7,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:22:28:256,2,00/00/0000,00:00:00:000,,38.903322,-77.006051,0.00,0,0.00,,,71,0,0,-82.9,-82.9,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:22:28:256,2,00/00/0000,00:00:00:000,,38.903295,-77.005900,0.00,0,0.00,,,72,0,0,-85.2,-85.2,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:24:16:576,2,00/00/0000,00:00:00:000,,38.903268,-77.005749,0.00,0,0.00,,,73,0,0,-86.5,-86.5,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:24:16:576,2,00/00/0000,00:00:00:000,,38.903267,-77.005770,0.00,0,0.00,,,74,0,0,-86.1,-86.1,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:24:16:576,2,00/00/0000,00:00:00:000,,38.903265,-77.005791,0.00,0,0.00,,,75,0,0,-86,-86,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:24:16:576,2,00/00/0000,00:00:00:000,,38.903264,-77.005813,0.00,0,0.00,,,76,0,0,-86.3,-86.3,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:25:46:504,2,00/00/0000,00:00:00:000,,38.903307,-77.006094,0.00,0,0.00,,,77,0,0,-69,-69,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:25:46:505,2,00/00/0000,00:00:00:000,,38.903305,-77.006097,0.00,0,0.00,,,78,0,0,-60.3,-60.3,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:25:46:505,2,00/00/0000,00:00:00:000,,38.903302,-77.006101,0.00,0,0.00,,,79,0,0,-60.1,-60.1,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:25:46:505,2,00/00/0000,00:00:00:000,,38.903299,-77.006104,0.00,0,0.00,,,80,0,0,-69.5,-69.5,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:27:37:315,2,00/00/0000,00:00:00:000,,38.903324,-77.006193,0.00,0,0.00,,,81,0,0,-80.2,-80.2,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:27:37:315,2,00/00/0000,00:00:00:000,,38.903354,-77.006357,0.00,0,0.00,,,82,0,0,-80.1,-80.1,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:27:37:315,2,00/00/0000,00:00:00:000,,38.903383,-77.006521,0.00,0,0.00,,,83,0,0,-79.2,-79.2,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:27:37:315,2,00/00/0000,00:00:00:000,,38.903412,-77.006684,0.00,0,0.00,,,84,0,0,-80.1,-80.1,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:29:14:401,2,00/00/0000,00:00:00:000,,38.903442,-77.006848,0.00,0,0.00,,,85,0,0,-62.5,-62.5,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:29:14:401,2,00/00/0000,00:00:00:000,,38.903471,-77.007011,0.00,0,0.00,,,86,0,0,-78.9,-78.9,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:29:14:402,2,00/00/0000,00:00:00:000,,38.903500,-77.007175,0.00,0,0.00,,,87,0,0,-86.1,-86.1,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:29:14:402,2,00/00/0000,00:00:00:000,,38.903530,-77.007339,0.00,0,0.00,,,88,0,0,-87.7,-87.7,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:31:03:018,2,00/00/0000,00:00:00:000,,38.903573,-77.007460,0.00,0,0.00,,,89,0,0,-53.5,-53.5,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:32:27:798,2,00/00/0000,00:00:00:000,,38.903550,-77.007333,0.00,0,0.00,,,90,0,0,-82.3,-82.3,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:32:27:798,2,00/00/0000,00:00:00:000,,38.903528,-77.007206,0.00,0,0.00,,,91,0,0,-82.2,-82.2,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:32:27:798,2,00/00/0000,00:00:00:000,,38.903505,-77.007080,0.00,0,0.00,,,92,0,0,-82.4,-82.4,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:32:27:798,2,00/00/0000,00:00:00:000,,38.903482,-77.006953,0.00,0,0.00,,,93,0,0,-82.2,-82.2,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:34:12:868,2,00/00/0000,00:00:00:000,,38.903460,-77.006826,0.00,0,0.00,,,94,0,0,-93.4,-93.4,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:34:12:868,2,00/00/0000,00:00:00:000,,38.903462,-77.006778,0.00,0,0.00,,,95,0,0,-90.5,-90.5,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:34:12:869,2,00/00/0000,00:00:00:000,,38.903465,-77.006730,0.00,0,0.00,,,96,0,0,-93,-93,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:34:12:869,2,00/00/0000,00:00:00:000,,38.903467,-77.006682,0.00,0,0.00,,,97,0,0,-89.9,-89.9,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:35:24:947,2,00/00/0000,00:00:00:000,,38.903470,-77.006634,0.00,0,0.00,,,98,0,0,-86.2,-86.2,,,216,619.350000,20,15,A,1,1,0,0,822168,-113.78,-113.78,-14.3,0.19,-113.49,-113.49,-13.23,2.85,320,1.71,-113.96,-113.96,-14.05,1.95,-113.74,-113.74,-13.85,1.78,408010,,,,,,,,,,,,0C0808001025460058000000,12,08,08,00,10,37,460058000000
32409007,C00F,71,06/29/2026,16:35:24:947,2,00/00/0000,00:00:00:000,,38.903482,-77.006634,0.00,0,0.00,,,99,0,0,-86.2,-86.2,,,216,619.350000,20,15,A,1,1,0,0,822168,-113.63,-113.63,-13.99,0.73,-112.7,-112.7,-13.14,2.99,320,2.22,-113.83,-113.83,-13.9,2.21,-113.35,-113.35,-13.54,2.22,408010,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:35:24:947,2,00/00/0000,00:00:00:000,,38.903494,-77.006635,0.00,0,0.00,,,100,0,0,-86.3,-86.3,,,216,619.350000,20,15,A,1,1,0,0,822168,-113.19,-113.19,-13.81,0.82,-112.77,-112.77,-12.93,4.06,320,2.71,-113.35,-113.35,-13.21,3.93,-113.09,-113.09,-13.15,3.05,408010,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:35:24:947,2,00/00/0000,00:00:00:000,,38.903506,-77.006635,0.00,0,0.00,,,101,0,0,-86,-86,,,216,619.350000,20,15,A,1,1,0,0,822168,-113.75,-113.75,-13.8,0.85,-112.27,-112.27,-13.03,3.42,320,2.71,-113.05,-113.05,-13.34,2.28,-112.98,-112.98,-13.31,2.57,408010,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:37:02:664,2,00/00/0000,00:00:00:000,,38.903480,-77.006367,0.00,0,0.00,,,102,0,0,-87,-87,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:37:02:665,2,00/00/0000,00:00:00:000,,38.903495,-77.006438,0.00,0,0.00,,,103,0,0,-86.9,-86.9,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:37:02:665,2,00/00/0000,00:00:00:000,,38.903510,-77.006509,0.00,0,0.00,,,104,0,0,-86.8,-86.8,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:37:02:665,2,00/00/0000,00:00:00:000,,38.903524,-77.006580,0.00,0,0.00,,,105,0,0,-86.6,-86.6,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:38:09:425,2,00/00/0000,00:00:00:000,,38.903590,-77.006672,0.00,0,0.00,,,106,0,0,-86.6,-86.6,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:38:09:425,2,00/00/0000,00:00:00:000,,38.903612,-77.006793,0.00,0,0.00,,,107,0,0,-86.3,-86.3,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
