32409007,C00F,71,06/29/2026,16:38:09:425,2,00/00/0000,00:00:00:000,,38.903634,-77.006913,0.00,0,0.00,,,108,0,0,-86.6,-86.6,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:38:09:425,2,00/00/0000,00:00:00:000,,38.903656,-77.007034,0.00,0,0.00,,,109,0,0,-86.5,-86.5,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:39:52:622,2,00/00/0000,00:00:00:000,,38.903573,-77.006467,0.00,0,0.00,,,110,0,0,-88.2,-88.2,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:39:52:622,2,00/00/0000,00:00:00:000,,38.903579,-77.006468,0.00,0,0.00,,,111,0,0,-89.4,-89.4,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:39:52:622,2,00/00/0000,00:00:00:000,,38.903585,-77.006469,0.00,0,0.00,,,112,0,0,-88,-88,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:39:52:622,2,00/00/0000,00:00:00:000,,38.903591,-77.006471,0.00,0,0.00,,,113,0,0,-89.1,-89.1,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:41:01:216,2,00/00/0000,00:00:00:000,,38.903597,-77.006472,0.00,0,0.00,,,114,0,0,-80.1,-80.1,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:41:01:216,2,00/00/0000,00:00:00:000,,38.903597,-77.006472,0.00,0,0.00,,,115,0,0,-80.4,-80.4,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:41:01:216,2,00/00/0000,00:00:00:000,,38.903597,-77.006472,0.00,0,0.00,,,116,0,0,-80.2,-80.2,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:41:01:216,2,00/00/0000,00:00:00:000,,38.903597,-77.006472,0.00,0,0.00,,,117,0,0,-80.6,-80.6,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:42:57:387,2,00/00/0000,00:00:00:000,,38.903597,-77.006472,0.00,0,0.00,,,118,0,0,-75.4,-75.4,,,216,619.350000,20,15,A,1,1,0,0,821932,-105.57,-105.57,-16.29,-2.57,-105.64,-105.64,-16.96,-3.74,480,-3.94,-103.12,-103.12,-14.06,-5.37,-107.29,-107.29,-18.25,-3.94,4C8010,,,,,,,,,,,,0C0808001025460058000000,12,08,08,00,10,37,460058000000
32409007,C00F,71,06/29/2026,16:42:57:387,2,00/00/0000,00:00:00:000,,38.903597,-77.006472,0.00,0,0.00,,,119,0,0,-75.2,-75.2,,,216,619.350000,20,15,A,1,1,0,0,821932,-105.4,-105.4,-16.06,-2.3,-106,-106,-17.08,-3.83,0,-3.82,-106.01,-106.01,-17.29,-4.88,-105.79,-105.79,-16.93,-4.17,4C8010,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:42:57:388,2,00/00/0000,00:00:00:000,,38.903597,-77.006472,0.00,0,0.00,,,120,0,0,-75.3,-75.3,,,216,619.350000,20,15,A,1,1,0,0,821932,-105.78,-105.78,-16.36,-2.66,-105.88,-105.88,-16.98,-3.73,0,-3.97,-103.12,-103.12,-14.31,-5.39,-107.51,-107.51,-18.59,-3.97,4C8010,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,06/29/2026,16:42:57:388,2,00/00/0000,00:00:00:000,,38.903597,-77.006472,0.00,0,0.00,,,121,0,0,-75.3,-75.3,,,216,619.350000,20,15,A,1,1,0,0,821932,-105.94,-105.94,-16.44,-2.84,-106.28,-106.28,-17.28,-4.14,0,-4.26,-103.32,-103.32,-14.56,-5.55,-107.79,-107.79,-18.86,-4.26,4C8010,,,,,,,,,,,,,,,,,,,
